"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"cedar","draw","draw","","","0.912","0.04794205","0.41448322","0.398894","0.0897","0.6034","0.3086","55","cedar/draw-307b13993b7383c1.mp3"
"marin","drawer","drawer","","","1.368","0.05270855","0.45352066","0.304185","0.0868","0.6383","0.7297","69","marin/drawer-5d5f1c41716a0908.mp3"
"cedar","drawer","drawer","","","1.368","0.0560926","0.43654558","0.339059","0.079","0.6831","0.6849","69","cedar/drawer-5d5f1c41716a0908.mp3"
"marin","dream about / of","dream about something. Or, dream of something.","","","4.464","0.07003003","0.49306387","0.519359","0.0744","4.2608","0.2032","","marin/dream-about-of-63608fbee170c8e2.mp3"
"cedar","dream about / of","dream about something. Or, dream of something.","","","4.752","0.0581424","0.59249711","0.415224","0.3463","4.2739","0.4781","","cedar/dream-about-of-63608fbee170c8e2.mp3"
"marin","dream","dream","","","0.864","0.05518413","0.25910613","0.501519","0.0786","0.5843","0.2797","90","marin/dream-b7e6f421b9fce473.mp3"
"cedar","dream","dream","","","1.32","0.04148217","0.41141573","0.313984","0.3748","0.9074","0.4126","90","cedar/dream-b7e6f421b9fce473.mp3"
"marin","dress","dress","","","1.512","0.03800482","0.39340582","0.273961","0.0803","0.6469","0.8651","48|50","marin/dress-a77b783dd795fe58.mp3"
"cedar","dress","dress","","","1.152","0.04226741","0.42512727","0.377333","0.069","0.685","0.467","48|50","cedar/dress-a77b783dd795fe58.mp3"
"marin","dress up","dress up","","","1.512","0.05047141","0.52485174","0.315118","0.0895","0.8625","0.6495","","marin/dress-up-531f35994c291974.mp3"
"cedar","dress up","dress up","","","3.408","0.03737592","0.52629983","0.225383","0.0716","3.1396","0.2684","","cedar/dress-up-531f35994c291974.mp3"
"marin","dresser","dresser","","","0.864","0.05302795","0.4717198","0.470028","0.0669","0.5714","0.2926","69","marin/dresser-b2ccf69b40a20bfe.mp3"
"cedar","dresser","dresser","","","0.96","0.04419127","0.51333863","0.370009","0.0904","0.64","0.32","69","cedar/dresser-b2ccf69b40a20bfe.mp3"
"marin","drink","drink","","","0.96","0.05020787","0.42199272","0.360221","0.0698","0.5969","0.3631","42","marin/drink-0bd86f12f4bba2d4.mp3"
"cedar","drink","drink","","","1.152","0.03402035","0.31713393","0.266168","0.2207","0.7017","0.4502","42","cedar/drink-0bd86f12f4bba2d4.mp3"
"marin","drink up","drink up","","","1.104","0.05342697","0.46126723","0.419327","0.074","0.7861","0.3179","","marin/drink-up-a2abdbd86c881c94.mp3"
"cedar","drink up","drink up","","","1.512","0.05099182","0.51257133","0.281732","0.3508","1.3366","0.1754","","cedar/drink-up-a2abdbd86c881c94.mp3"
"marin","drive","drive","","","1.368","0.06360082","0.34671247","0.54287","0.0783","0.9742","0.3938","94","marin/drive-020b2345b36d5393.mp3"
"cedar","drive","drive","","","1.104","0.05734897","0.59138578","0.3272","0.0664","0.6028","0.5012","94","cedar/drive-020b2345b36d5393.mp3"
"marin","driver","driver","","","0.96","0.05285671","0.46273166","0.450781","0.0934","0.6466","0.3134","7","marin/driver-b00d5cfee43ae40b.mp3"
"cedar","driver","driver","","","0.96","0.08335616","0.68130112","0.476931","0.0744","0.6154","0.3446","7","cedar/driver-b00d5cfee43ae40b.mp3"
"marin","drop","drop","","","1.752","0.03026425","0.34536722","0.121896","0.3542","0.735","1.017","59","marin/drop-35e4dbbcbd8d282b.mp3"
"cedar","drop","drop","","","0.912","0.02930992","0.27507508","0.261559","0.2284","0.6942","0.2178","59","cedar/drop-35e4dbbcbd8d282b.mp3"
"marin","drop out / stand out","drop out, or stand out","","","2.808","0.06518926","0.42137736","0.52869","0.0745","2.5553","0.2527","","marin/drop-out-stand-out-1dbb0783d164e910.mp3"
"cedar","drop out / stand out","drop out, or stand out","","","3.408","0.06068337","0.42597604","0.448467","0.0714","3.0892","0.3188","","cedar/drop-out-stand-out-1dbb0783d164e910.mp3"
"marin","drugstore","drugstore","","","2.016","0.03966011","0.27887765","0.288494","0.8881","1.6396","0.3764","85","marin/drugstore-4f60c32ce4ffc047.mp3"
"cedar","drugstore","drugstore","","","1.104","0.05464381","0.56588465","0.40574","0.0744","0.714","0.39","85","cedar/drugstore-4f60c32ce4ffc047.mp3"
"marin","drum","drum","","","1.008","0.06830274","0.57775289","0.467014","0.0651","0.6301","0.3779","56","marin/drum-30778e4c826cd2b9.mp3"
"cedar","drum","drum","","","1.152","0.04270186","0.54388493","0.378671","0.3828","0.9131","0.2389","56","cedar/drum-30778e4c826cd2b9.mp3"
"marin","dry","dry","","","1.008","0.05605077","0.41817802","0.383639","0.0546","0.532","0.476","105","marin/dry-2840e0eafda1d076.mp3"
"cedar","dry","dry","","","1.2","0.03272353","0.32078287","0.366875","0.0794","0.6713","0.5287","105","cedar/dry-2840e0eafda1d076.mp3"
"marin","dryer","dryer","","","1.248","0.05993464","0.42776695","0.440655","0.1628","0.7774","0.4706","71","marin/dryer-302085a734d17a0a.mp3"
"cedar","dryer","dryer","","","1.056","0.04705865","0.43278804","0.321102","0.1768","0.6354","0.4206","71","cedar/dryer-302085a734d17a0a.mp3"
"marin","duck","duck","","","1.008","0.04890183","0.42485118","0.190166","0.0729","0.523","0.485","40|110","marin/duck-5189148bef66f474.mp3"
"cedar","duck","duck","","","1.152","0.03568374","0.46484756","0.200883","0.4958","0.923","0.229","40|110","cedar/duck-5189148bef66f474.mp3"
"marin","dumb","dumb","","","0.912","0.05887362","0.38554749","0.458493","0.0721","0.589","0.323","17","marin/dumb-195f75e07dd55f2f.mp3"
"cedar","dumb","dumb","","","1.008","0.04936045","0.69595146","0.29456","0.0589","0.4714","0.5366","17","cedar/dumb-195f75e07dd55f2f.mp3"
"marin","dumpling","dumpling","","","1.008","0.06919296","0.78171188","0.403708","0.0823","0.6522","0.3558","41","marin/dumpling-274272ed033c2e2b.mp3"
"cedar","dumpling","dumpling","","","1.248","0.05853027","0.68377489","0.447666","0.0812","0.8562","0.3918","41","cedar/dumpling-274272ed033c2e2b.mp3"
"marin","during","during","","","0.768","0.07169078","0.47909698","0.536648","0.0673","0.5706","0.1974","131","marin/during-b8389153689074fa.mp3"
"cedar","during","during","","","1.368","0.04718278","0.38248244","0.316262","0.2741","0.8232","0.5448","131","cedar/during-b8389153689074fa.mp3"
"marin","duty","duty","","","0.96","0.0702547","0.41139472","0.346072","0.0692","0.4846","0.4754","5","marin/duty-d74718e58ff331fc.mp3"
"cedar","duty","duty","","","1.152","0.05251758","0.35535336","0.37849","0.0686","0.616","0.536","5","cedar/duty-d74718e58ff331fc.mp3"
"marin","e-mail","e-mail","","","1.464","0.06480258","0.39360043","0.276084","0.0991","0.5858","0.8782","60","marin/e-mail-40ccbf599f209273.mp3"
"cedar","e-mail","e-mail","","","1.656","0.05038494","0.45142969","0.369817","0.1515","0.8995","0.7565","60","cedar/e-mail-40ccbf599f209273.mp3"
"marin","each","each","","","0.864","0.05103878","0.42850456","0.285759","0.157","0.5359","0.3281","128","marin/each-28902f7956e0e5b1.mp3"
"cedar","each","each","","","0.96","0.04870118","0.35123265","0.269488","0.1528","0.539","0.421","128","cedar/each-28902f7956e0e5b1.mp3"
"marin","each other / one another","each other, or one another","","","2.712","0.07379318","0.39633396","0.561325","0.0523","2.5701","0.1419","","marin/each-other-one-another-78b2998b479598b8.mp3"
"cedar","each other / one another","each other, or one another","","","3.648","0.06773987","0.54555684","0.413788","0.5266","3.1587","0.4893","","cedar/each-other-one-another-78b2998b479598b8.mp3"
"marin","eagle","eagle","","","1.056","0.06008345","0.40342894","0.323607","0.046","0.4548","0.6012","111","marin/eagle-e0815a689383e8ce.mp3"
"cedar","eagle","eagle","","","1.248","0.04995457","0.360762","0.221187","0.1641","0.5242","0.7238","111","cedar/eagle-e0815a689383e8ce.mp3"
"marin","ear","ear","","","0.72","0.06572541","0.33421549","0.375897","0.2071","0.5192","0.2007","19","marin/ear-6f5cfb137dc83f25.mp3"
"cedar","ear","ear","","","0.96","0.05709075","0.38724253","0.277669","0.1021","0.4444","0.5156","19","cedar/ear-6f5cfb137dc83f25.mp3"
"marin","early","early","","","1.056","0.07243769","0.41726047","0.370384","0.0573","0.5391","0.5169","31","marin/early-1925258482b3f0de.mp3"
"cedar","early","early","","","1.056","0.05960612","0.42839757","0.335129","0.1701","0.6208","0.4352","31","cedar/early-1925258482b3f0de.mp3"
"marin","earn","earn","","","1.152","0.0531588","0.28991067","0.345486","0.425","0.8648","0.2872","8","marin/earn-07accf8ef6b62bfc.mp3"
"cedar","earn","earn","","","1.152","0.05070525","0.4311609","0.300781","0.173","0.6398","0.5122","8","cedar/earn-07accf8ef6b62bfc.mp3"
"marin","earring","earring","","","0.912","0.08363526","0.36014527","0.52595","0.1164","0.6397","0.2723","49","marin/earring-867b87ad906d2abb.mp3"
"cedar","earring","earring","","","1.368","0.0795639","0.64882356","0.244198","0.0565","0.494","0.874","49","cedar/earring-867b87ad906d2abb.mp3"
"marin","earth","earth","","","1.608","0.04406561","0.45415127","0.185323","0.1766","0.6879","0.9201","106","marin/earth-7e8c5f378b4addba.mp3"
"cedar","earth","earth","","","1.368","0.03770591","0.46291557","0.121863","0.202","0.4213","0.9468","106","cedar/earth-7e8c5f378b4addba.mp3"
"marin","earthquake","earthquake","","","1.248","0.08309019","0.51979339","0.453092","0.046","1.0486","0.1994","106","marin/earthquake-247025e5fa42f34b.mp3"
"cedar","earthquake","earthquake","","","1.152","0.05538389","0.4931733","0.294072","0.1398","0.7969","0.3551","106","cedar/earthquake-247025e5fa42f34b.mp3"
"marin","ease","ease","","","1.32","0.04488124","0.20923761","0.341225","0.5224","1.0545","0.2655","95","marin/ease-514c1c98553e9868.mp3"
"cedar","ease","ease","","","1.008","0.04910436","0.30882543","0.376281","0.0745","0.544","0.464","95","cedar/ease-514c1c98553e9868.mp3"
"marin","Easier said than done.","Easier said than done.","","","2.4","0.07078496","0.31391668","0.570078","0.0515","1.6812","0.7188","","marin/easier-said-than-done-c440cd10a04053c3.mp3"
"cedar","Easier said than done.","Easier said than done.","","","1.8","0.07769505","0.45696771","0.665683","0.0556","1.43","0.37","","cedar/easier-said-than-done-c440cd10a04053c3.mp3"
"marin","east","east","","","1.608","0.03874325","0.28722912","0.211171","0.1556","0.673","0.935","84","marin/east-80ea4fbde0e345a2.mp3"
"cedar","east","east","","","1.152","0.04141785","0.36598235","0.258247","0.1969","0.6243","0.5277","84","cedar/east-80ea4fbde0e345a2.mp3"
"marin","Easter","Easter","","","0.864","0.07210431","0.31119546","0.477406","0.0517","0.6107","0.2533","101","marin/easter-7748124ad261abcd.mp3"
"cedar","Easter","Easter","","","1.8","0.0420813","0.38169044","0.206875","0.3458","0.835","0.965","101","cedar/easter-7748124ad261abcd.mp3"
"marin","easy","easy","","","1.416","0.05280475","0.34320095","0.28097","0.4535","0.9212","0.4948","116","marin/easy-74f69e3aadb70215.mp3"
"cedar","easy","easy","","","1.008","0.05249447","0.30693388","0.342593","0.1546","0.5723","0.4357","116","cedar/easy-74f69e3aadb70215.mp3"
"marin","eat","eat","","","1.104","0.03370336","0.32545063","0.131208","0.1596","0.473","0.631","19","marin/eat-d5db1a2e799169e8.mp3"
"cedar","eat","eat","","","0.96","0.04376363","0.33616051","0.153885","0.1861","0.4629","0.4971","19","cedar/eat-d5db1a2e799169e8.mp3"
"marin","eat like a bird","eat like a bird","","","2.304","0.06388762","0.49063164","0.305302","0.6052","1.9036","0.4004","","marin/eat-like-a-bird-2cb47a4247931d47.mp3"
"cedar","eat like a bird","eat like a bird","","","1.464","0.06252418","0.44315344","0.432576","0.1195","1.2009","0.2631","","cedar/eat-like-a-bird-2cb47a4247931d47.mp3"
"marin","eat out","eat out","","","1.8","0.04067828","0.33157229","0.209063","0.6039","1.4354","0.3646","","marin/eat-out-f8c9648b53e28f50.mp3"
"cedar","eat out","eat out","","","1.56","0.04329291","0.60090506","0.261458","0.2074","1.1062","0.4538","","cedar/eat-out-f8c9648b53e28f50.mp3"
"marin","eat up","eat up","","","1.2","0.05497972","0.44438067","0.24783","0.105","0.8026","0.3974","","marin/eat-up-1edd9e69bbc89ec2.mp3"
"cedar","eat up","eat up","","","2.016","0.0344036","0.2843993","0.171896","0.6114","1.7007","0.3153","","cedar/eat-up-1edd9e69bbc89ec2.mp3"
"marin","Education","Education","","","1.512","0.05311084","0.32726935","0.500331","0.0594","1.0238","0.4882","74","marin/education-ce992678087400bc.mp3"
"cedar","Education","Education","","","1.152","0.06052872","0.54145831","0.499928","0.06","0.8249","0.3271","74","cedar/education-ce992678087400bc.mp3"
"marin","effort","effort","","","0.864","0.0429207","0.37020221","0.270568","0.0475","0.4873","0.3767","10","marin/effort-bb7aca74f2ea1d51.mp3"
"cedar","effort","effort","","","1.608","0.02638496","0.56928051","0.111292","0.258","0.6335","0.9745","10","cedar/effort-bb7aca74f2ea1d51.mp3"
"marin","egg","egg","","","2.352","0.03497271","0.29023916","0.115451","0.8324","1.2054","1.1466","40","marin/egg-abfd95ef4fb532c5.mp3"
"cedar","egg","egg","","","0.96","0.045839","0.39554322","0.253255","0.264","0.591","0.369","40","cedar/egg-abfd95ef4fb532c5.mp3"
"marin","eight","eight","","","1.008","0.03931218","0.32824945","0.20947","0.1767","0.5469","0.4611","29","marin/eight-470162c282f6c5af.mp3"
"cedar","eight","eight","","","1.008","0.03171917","0.30473709","0.180452","0.3705","0.6885","0.3195","29","cedar/eight-470162c282f6c5af.mp3"
"marin","eighteen","eighteen","","","1.008","0.05664578","0.29869696","0.447772","0.0576","0.6759","0.3321","29","marin/eighteen-156fe1686024a566.mp3"
"cedar","eighteen","eighteen","","","0.864","0.0594384","0.55893284","0.423708","0.0553","0.6076","0.2564","29","cedar/eighteen-156fe1686024a566.mp3"
"marin","eighty","eighty","","","0.912","0.07731143","0.42572147","0.379706","0.0569","0.4622","0.4498","30","marin/eighty-b06f94b36b9a761b.mp3"
"cedar","eighty","eighty","","","0.912","0.04983662","0.40528232","0.279126","0.1554","0.5135","0.3985","30","cedar/eighty-b06f94b36b9a761b.mp3"
"marin","either","either","","","1.512","0.05033899","0.39765888","0.238826","0.1493","0.5915","0.9205","121","marin/either-bba9fcabff7ba696.mp3"
"cedar","either","either","","","1.152","0.03812354","0.24597187","0.25293","0.2939","0.6503","0.5017","121","cedar/either-bba9fcabff7ba696.mp3"
"marin","either or","either or","","","1.704","0.06817693","0.44052038","0.316437","0.5253","1.4412","0.2628","133","marin/either-or-4cf9be0108e89781.mp3"
"cedar","either or","either or","","","1.704","0.05573939","0.45581764","0.381223","0.12","1.2619","0.4421","133","cedar/either-or-4cf9be0108e89781.mp3"
"marin","elder","elder","","","0.864","0.06465554","0.53145176","0.443335","0.1668","0.6106","0.2534","26","marin/elder-3c1442ecdec5f7bf.mp3"
"cedar","elder","elder","","","1.464","0.05787166","0.62954521","0.268044","0.158","0.679","0.785","26","cedar/elder-3c1442ecdec5f7bf.mp3"
"marin","elect","elect","","","1.416","0.05845641","0.48686141","0.237715","0.1594","0.7382","0.6777","90","marin/elect-563f2de6bfcf1773.mp3"
"cedar","elect","elect","","","0.912","0.05944864","0.5255205","0.308845","0.1957","0.6885","0.2235","90","cedar/elect-563f2de6bfcf1773.mp3"
"marin","electric","electric","","","1.416","0.0507566","0.52358288","0.263448","0.113","0.7837","0.6323","69","marin/electric-a7de19a1cfe749ff.mp3"
"cedar","electric","electric","","","1.32","0.04353178","0.65723717","0.231818","0.0981","0.7337","0.5863","69","cedar/electric-a7de19a1cfe749ff.mp3"
"marin","Electronic","Electronic","","","1.416","0.05697404","0.3182134","0.43675","0.0637","1.0482","0.3678","35","marin/electronic-3e2374a1b834d2ba.mp3"
"cedar","Electronic","Electronic","","","1.368","0.04709297","0.47283474","0.307611","0.137","0.836","0.532","35","cedar/electronic-3e2374a1b834d2ba.mp3"
"marin","elementary school","elementary school","","","1.56","0.06387714","0.35840619","0.604046","0.0545","1.206","0.354","74","marin/elementary-school-710f3e7d8b81e2d4.mp3"
"cedar","elementary school","elementary school","","","1.2","0.0717733","0.46729034","0.578854","0.0542","0.9447","0.2553","74","cedar/elementary-school-710f3e7d8b81e2d4.mp3"
"marin","elephant","elephant","","","1.8","0.04437761","0.31996992","0.208588","1.0612","1.6384","0.1616","111","marin/elephant-f87ee5ffc8e4828e.mp3"
"cedar","elephant","elephant","","","0.96","0.06377147","0.66672337","0.3","0.1008","0.5907","0.3693","111","cedar/elephant-f87ee5ffc8e4828e.mp3"
"marin","eleven","eleven","","","1.848","0.06305844","0.41816121","0.288364","0.1553","0.7434","1.1046","29","marin/eleven-801cea89ae869cc9.mp3"
"cedar","eleven","eleven","","","1.2","0.04945351","0.46662626","0.400365","0.2611","0.8057","0.3942","29","cedar/eleven-801cea89ae869cc9.mp3"
"marin","else","else","","","1.2","0.0533896","0.51117271","0.323351","0.1638","0.6523","0.5477","120","marin/else-235df3f729dfa7ee.mp3"
"cedar","else","else","","","1.32","0.03371367","0.47410583","0.202652","0.3019","0.7245","0.5955","120","cedar/else-235df3f729dfa7ee.mp3"
"marin","embarrass","embarrass","","","1.512","0.0697588","0.28451529","0.530933","0.0575","1.0718","0.4402","18","marin/embarrass-88fe1dcc3548446d.mp3"
"cedar","embarrass","embarrass","","","1.368","0.05943425","0.42299685","0.437424","0.164","0.9358","0.4322","18","cedar/embarrass-88fe1dcc3548446d.mp3"
"marin","emotion","emotion","","","1.2","0.07029482","0.29086494","0.479983","0.0865","0.7415","0.4585","22","marin/emotion-516ae6629e4a3af0.mp3"
"cedar","emotion","emotion","","","1.752","0.05320884","0.430195","0.319409","0.1359","0.8146","0.9374","22","cedar/emotion-516ae6629e4a3af0.mp3"
"marin","emphasize","emphasize","","","1.104","0.05521641","0.31120345","0.523173","0.0547","0.8285","0.2755","90","marin/emphasize-1606660905578704.mp3"
"cedar","emphasize","emphasize","","","1.416","0.04645695","0.56950992","0.409958","0.0558","0.8888","0.5272","90","cedar/emphasize-1606660905578704.mp3"
"marin","employ","employ","","","2.16","0.03966617","0.31728426","0.247338","0.2656","0.987","1.173","8","marin/employ-563ade38d792c8c6.mp3"
